,a0,a1,class
0,-0.303573,0.72294,0
1,-0.288011,0.692245,0
2,-0.306319,0.708402,0
3,-0.30449,0.714163,0
4,-0.288526,0.693369,0
5,-0.294865,0.703397,0
6,-0.309865,0.695185,0
7,-0.319757,0.703903,0
8,-0.320183,0.712842,0
9,-0.300677,0.709206,0
10,-0.290033,0.708696,0
11,-0.303806,0.688634,0
12,-0.290896,0.690484,0
13,-0.304622,0.708063,0
14,-0.299449,0.696423,0
15,-0.292722,0.7104,0
16,-0.293923,0.69326,0
17,-0.290385,0.70271,0
18,-0.299496,0.690104,0
19,-0.300396,0.692989,0
20,-0.297952,0.692667,0
21,-0.302485,0.687109,0
22,-0.298512,0.713972,0
23,-0.282786,0.715323,0
24,-0.308774,0.676755,0
25,-0.286396,0.688547,0
26,-0.293849,0.69611,0
27,-0.299035,0.687182,0
28,-0.302777,0.709995,0
29,-0.304291,0.699998,0
30,-0.30332,0.694839,0
31,-0.289463,0.690954,0
32,-0.276427,0.708997,0
33,-0.292006,0.698943,0
34,-0.286314,0.700978,0
35,-0.301345,0.704031,0
36,-0.303253,0.707465,0
37,-0.293208,0.713635,0
38,-0.306256,0.68532,0
39,-0.278615,0.688666,0
40,-0.305058,0.687448,0
41,-0.3168,0.694762,0
42,-0.289905,0.697302,0
43,-0.277335,0.703676,0
44,-0.310765,0.708563,0
45,-0.323308,0.698937,0
46,-0.309364,0.690528,0
47,-0.297304,0.703368,0
48,-0.307129,0.686391,0
49,-0.29482,0.69232,0
50,-0.307086,0.688725,0
51,-0.307592,0.691745,0
52,-0.283758,0.706381,0
53,-0.315654,0.710587,0
54,-0.319522,0.730134,0
55,-0.30737,0.699369,0
56,-0.301092,0.697099,0
57,-0.30471,0.7013,0
58,-0.300737,0.691204,0
59,-0.296826,0.694491,0
60,-0.311499,0.694623,0
61,-0.283872,0.701807,0
62,-0.290547,0.702444,0
63,-0.311048,0.695832,0
64,-0.301703,0.694328,0
65,-0.289681,0.684412,0
66,-0.297744,0.71666,0
67,-0.296482,0.703148,0
68,-0.30161,0.69184,0
69,-0.290471,0.697024,0
70,-0.306872,0.712757,0
71,-0.306746,0.702967,0
72,-0.281541,0.712407,0
73,-0.327675,0.701506,0
74,-0.30725,0.709069,0
